id,dateAdded,dateUpdated,address,city,province,postalCode,latitude,longitude,primaryCategories,menuPageURL,menus.amountMax,menus.amountMin,menus.description,menus.name,name,priceRangeMin,priceRangeMax
1960,2014-10-24T03:30:39Z,2019-04-02T05:27:28Z,1500 Queen Anne Ave N,Seattle,WA,98109,47.63292,-122.3566,Accommodation & Food Services,,23.5,23.5,With cheese and tomato sauce.,"Large Chicken, Broccoli, and Artichokes Pizza",Olympia Pizza and Spaghetti House,1,26
1961,2014-10-24T03:30:39Z,2019-04-02T05:27:28Z,1500 Queen Anne Ave N,Seattle,WA,98109,47.63292,-122.3566,Accommodation & Food Services,,22.95,22.95,With cheese and tomato sauce.,"Large Pepperoni, Mushrooms, and Italian Sausage Pizza",Olympia Pizza and Spaghetti House,1,26
1962,2014-10-24T03:30:39Z,2019-04-02T05:27:28Z,1500 Queen Anne Ave N,Seattle,WA,98109,47.63292,-122.3566,Accommodation & Food Services,,21.95,21.95,With cheese and tomato sauce.,Large Pepperoni and Mushroom Pizza,Olympia Pizza and Spaghetti House,1,26
1963,2014-10-24T03:30:39Z,2019-04-02T05:27:28Z,1500 Queen Anne Ave N,Seattle,WA,98109,47.63292,-122.3566,Accommodation & Food Services,,22.95,22.95,With cheese and tomato sauce.,Large Shrimp and Mushrooms Pizza,Olympia Pizza and Spaghetti House,1,26
1964,2014-10-24T03:30:39Z,2019-04-02T05:27:28Z,1500 Queen Anne Ave N,Seattle,WA,98109,47.63292,-122.3566,Accommodation & Food Services,,20.75,20.75,With cheese and tomato sauce.,Large Italian Salami Pizza,Olympia Pizza and Spaghetti House,1,26
1965,2014-10-24T03:30:39Z,2019-04-02T05:27:28Z,1500 Queen Anne Ave N,Seattle,WA,98109,47.63292,-122.3566,Accommodation & Food Services,,16.5,16.5,With cheese and tomato sauce.,Medium Canadian Bacon Pizza,Olympia Pizza and Spaghetti House,1,26
1966,2014-10-24T03:30:39Z,2019-04-02T05:27:28Z,1500 Queen Anne Ave N,Seattle,WA,98109,47.63292,-122.3566,Accommodation & Food Services,,23.5,23.5,With cheese and tomato sauce.,Large Smoked Oysters and Chopped Onions Pizza,Olympia Pizza and Spaghetti House,1,26
1967,2016-06-14T02:30:13Z,2019-04-02T05:27:27Z,106 S Sharon Amity Rd,Charlotte,NC,28211,35.176051,-80.799612,Accommodation & Food Services,,5,5,Each month we feature one of our specialty pizzas,Pizza of Month,Wolfman Pizza,0,25
1968,2015-10-20T03:24:39Z,2019-04-02T05:26:59Z,22994 Ventura Blvd,Woodland Hills,CA,91364,34.164745,-118.626702,Accommodation & Food Services,,20.95,8,,"Caramelized Onion Pizza (Spicy Chicken, Tomato, Parsley, Mozzarella Cheese",Topanga Pizza and Cafe,0,25
1969,2015-10-20T03:24:39Z,2019-04-02T05:26:59Z,22994 Ventura Blvd,Woodland Hills,CA,91364,34.164745,-118.626702,Accommodation & Food Services,,8.9,8.9,,Cheese Pizza,Topanga Pizza and Cafe,0,25
1970,2015-10-20T03:24:39Z,2019-04-02T05:26:59Z,22994 Ventura Blvd,Woodland Hills,CA,91364,34.164745,-118.626702,Accommodation & Food Services,,20.95,8,,B.b.q Chicken Pizza,Topanga Pizza and Cafe,0,25
1971,2015-10-20T03:24:39Z,2019-04-02T05:26:59Z,22994 Ventura Blvd,Woodland Hills,CA,91364,34.164745,-118.626702,Accommodation & Food Services,,12.55,12.55,,Cheese Pizza,Topanga Pizza and Cafe,0,25
1972,2015-10-20T03:24:39Z,2019-04-02T05:26:59Z,22994 Ventura Blvd,Woodland Hills,CA,91364,34.164745,-118.626702,Accommodation & Food Services,,12.55,12.55,Large,Cheese Pizza,Topanga Pizza and Cafe,0,25
1973,2015-10-20T03:24:39Z,2019-04-02T05:26:59Z,22994 Ventura Blvd,Woodland Hills,CA,91364,34.164745,-118.626702,Accommodation & Food Services,,20.95,8,,"Caramelized Onion Pizza (spicy Chicken, Tomato, Parsley, Mozzarella Cheese",Topanga Pizza and Cafe,0,25
1974,2015-10-20T03:24:39Z,2019-04-02T05:26:59Z,22994 Ventura Blvd,Woodland Hills,CA,91364,34.164745,-118.626702,Accommodation & Food Services,,20.95,8,,Fresh Basil Pesto Pizza,Topanga Pizza and Cafe,0,25
1975,2015-10-20T03:24:39Z,2019-04-02T05:26:59Z,22994 Ventura Blvd,Woodland Hills,CA,91364,34.164745,-118.626702,Accommodation & Food Services,,20.95,8,,Pizza San Remo,Topanga Pizza and Cafe,0,25
1976,2016-03-27T05:33:26Z,2019-04-02T05:26:27Z,11329 W 143rd St,Orland Park,IL,60467,41.629352,-87.896028,Accommodation & Food Services,,2.99,2.99,,Pizza By The Slice,Beggars Pizza,0,25
1977,2016-03-27T05:33:26Z,2019-04-02T05:26:27Z,11329 W 143rd St,Orland Park,IL,60467,41.629352,-87.896028,Accommodation & Food Services,,12.75,12.75,Thin crust pizza layered with sweet baby ray39s BBQ sauce and chunks of chicken topped with mozzarella cheese,Sweet Baby Ray39s BBQ Chicken Pizza,Beggars Pizza,0,25
1978,2016-03-27T05:33:26Z,2019-04-02T05:26:27Z,11329 W 143rd St,Orland Park,IL,60467,41.629352,-87.896028,Accommodation & Food Services,,13.25,13.25,,Taco Pizza,Beggars Pizza,0,25
1979,2017-01-19T02:41:38Z,2019-04-02T05:26:26Z,86 Nassau Ave,Brooklyn,NY,11222,40.723899,-73.95053,Accommodation & Food Services,,16,16,,Chicken and Tomatoes Pizza,Pizza Prince,0,25
1980,2017-01-19T02:41:38Z,2019-04-02T05:26:26Z,86 Nassau Ave,Brooklyn,NY,11222,40.723899,-73.95053,Accommodation & Food Services,,15,15,,Eggplant Pizza,Pizza Prince,0,25
1981,2017-01-19T02:41:38Z,2019-04-02T05:26:26Z,86 Nassau Ave,Brooklyn,NY,11222,40.723899,-73.95053,Accommodation & Food Services,,17,17,Fresh mozzarella slices of fresh tomatoes and basil,Caprese Specialty Pizza,Pizza Prince,0,25
1982,2017-01-19T02:41:38Z,2019-04-02T05:26:26Z,86 Nassau Ave,Brooklyn,NY,11222,40.723899,-73.95053,Accommodation & Food Services,,16,16,Spicy,Spicy Chicken Pizza,Pizza Prince,0,25
1983,2017-01-19T02:41:38Z,2019-04-02T05:26:26Z,86 Nassau Ave,Brooklyn,NY,11222,40.723899,-73.95053,Accommodation & Food Services,,14,14,,Bacon Pizza,Pizza Prince,0,25
1984,2017-01-19T02:41:38Z,2019-04-02T05:26:26Z,86 Nassau Ave,Brooklyn,NY,11222,40.723899,-73.95053,Accommodation & Food Services,,16,16,With pineapple and ham,Hawaiian Pizza,Pizza Prince,0,25
1985,2017-01-19T02:41:38Z,2019-04-02T05:26:26Z,86 Nassau Ave,Brooklyn,NY,11222,40.723899,-73.95053,Accommodation & Food Services,,16,16,,Pepperoni and Jalapeno Pizza,Pizza Prince,0,25
1986,2017-01-19T02:41:38Z,2019-04-02T05:26:26Z,86 Nassau Ave,Brooklyn,NY,11222,40.723899,-73.95053,Accommodation & Food Services,,14,14,,Fresh Mozzarella Specialty Pizza,Pizza Prince,0,25
1987,2017-01-19T02:41:38Z,2019-04-02T05:26:26Z,86 Nassau Ave,Brooklyn,NY,11222,40.723899,-73.95053,Accommodation & Food Services,,18,18,,White Pizza with Broccoli,Pizza Prince,0,25
1988,2017-01-19T02:41:38Z,2019-04-02T05:26:26Z,86 Nassau Ave,Brooklyn,NY,11222,40.723899,-73.95053,Accommodation & Food Services,,16,16,,Pepperoni and Meatballs Pizza,Pizza Prince,0,25
1989,2017-06-19T15:46:23Z,2019-04-02T05:26:25Z,8127 Mesa Dr Ste B202,Austin,TX,78759,30.372875,-97.755813,Accommodation & Food Services,,24.95,12.3,,Pizza Margherita,Brooklyn Pie Co,0,25
1990,2016-04-26T07:20:42Z,2019-04-02T05:26:25Z,3414 Camino Tassajara,Danville,CA,94506,37.798517,-121.919752,Management of Companies & Enterprises,,27.99,8.99,,Aloha Pizza,Ascona Pizza Company,0,25
1991,2016-04-26T07:20:42Z,2019-04-02T05:26:25Z,3414 Camino Tassajara,Danville,CA,94506,37.798517,-121.919752,Management of Companies & Enterprises,,27.99,8.99,Island style sweet pineapple and ham,Aloha Pizza,Ascona Pizza Company,0,25
1992,2016-04-26T07:20:42Z,2019-04-02T05:26:25Z,3414 Camino Tassajara,Danville,CA,94506,37.798517,-121.919752,Management of Companies & Enterprises,,21.99,21.99,,Cheese Larger Pizza,Ascona Pizza Company,0,25
1993,2016-04-26T07:20:42Z,2019-04-02T05:26:25Z,3414 Camino Tassajara,Danville,CA,94506,37.798517,-121.919752,Management of Companies & Enterprises,,28.99,9.99,,The Alps Pesto Pizza Pesto Pinenuts and Tomatoes,Ascona Pizza Company,0,25
1994,2016-03-24T10:24:31Z,2019-04-02T05:26:19Z,2018 W Stassney Ln,Austin,TX,78745,30.216245,-97.798303,Accommodation & Food Services,,8.7,8.7,,Pesto Pizza,Conans Pizza South,25,40
1995,2017-06-13T18:20:35Z,2019-04-02T05:26:16Z,1433 Terrel Mill Rd,Marietta,GA,30067,33.91637,-84.467208,Accommodation & Food Services,,5.95,5.95,,Alyssas White Pizza,Kouzina Christos,25,40
1996,2017-06-13T18:20:35Z,2019-04-02T05:26:16Z,1433 Terrel Mill Rd,Marietta,GA,30067,33.91637,-84.467208,Accommodation & Food Services,,5.95,5.95,,Christos White Pizza,Kouzina Christos,25,40
1997,2016-03-28T05:17:24Z,2019-04-02T05:26:07Z,3125 Wilson Blvd,Arlington,VA,22201,38.887211,-77.095515,"Retail,Accommodation & Food Services",,18,18,spinachampcomma tomatoes and green peppers,Gourmet White Pizza,Goodys,0,25
1998,2016-03-28T05:17:24Z,2019-04-02T05:26:07Z,3125 Wilson Blvd,Arlington,VA,22201,38.887211,-77.095515,"Retail,Accommodation & Food Services",,20.9,20.9,,Veggie Pizza,Goodys,0,25
1999,2016-03-28T05:17:24Z,2019-04-02T05:26:07Z,3125 Wilson Blvd,Arlington,VA,22201,38.887211,-77.095515,"Retail,Accommodation & Food Services",,21,21,fetaampcomma black olives and gyro meat,Goodyampaposs Greek Pizza,Goodys,0,25
2000,2015-10-23T02:40:48Z,2019-04-01T18:48:01Z,3443 N Dixie Dr,Dayton,OH,45414,39.7972,-84.1938,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8218383?singlePlatformId=marions-piazza-2,8.25,8.25,,Two Topping Pizza,Marion's Piazza,0,25
2001,2015-10-23T02:40:48Z,2019-04-01T18:48:01Z,3443 N Dixie Dr,Dayton,OH,45414,39.7972,-84.1938,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8218383?singlePlatformId=marions-piazza-2,9,9,,Three Topping Pizza,Marion's Piazza,0,25
2002,2015-10-23T02:40:48Z,2019-04-01T18:48:01Z,3443 N Dixie Dr,Dayton,OH,45414,39.7972,-84.1938,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8218383?singlePlatformId=marions-piazza-2,7.5,7.5,,Onion Pizza,Marion's Piazza,0,25
2003,2015-10-23T02:40:48Z,2019-04-01T18:48:01Z,3443 N Dixie Dr,Dayton,OH,45414,39.7972,-84.1938,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8218383?singlePlatformId=marions-piazza-2,7.5,7.5,,Mushroom Pizza,Marion's Piazza,0,25
2004,2015-10-23T02:40:48Z,2019-04-01T18:48:01Z,3443 N Dixie Dr,Dayton,OH,45414,39.7972,-84.1938,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8218383?singlePlatformId=marions-piazza-2,8.25,8.25,Any two above ingredients,Two Topping Pizza,Marion's Piazza,0,25
2005,2015-10-23T02:40:48Z,2019-04-01T18:48:01Z,3443 N Dixie Dr,Dayton,OH,45414,39.7972,-84.1938,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8218383?singlePlatformId=marions-piazza-2,7.5,7.5,,Green Peppers Pizza,Marion's Piazza,0,25
2006,2015-10-23T00:46:18Z,2019-04-01T18:47:37Z,5820 E Wt Harris Blvd,Charlotte,NC,28215,35.2357,-80.7352,Accommodation & Food Services,,14.49,14.49,,One 14 Inch Pizza With 2 Toppings and 10 Chicken Wings For,Teddys Pizza,0,25
2007,2015-10-23T00:46:18Z,2019-04-01T18:47:37Z,5820 E Wt Harris Blvd,Charlotte,NC,28215,35.2357,-80.7352,Accommodation & Food Services,,15.99,15.99,,1 Large 2Topping Pizza and 10 Wings Special,Teddys Pizza,0,25
2008,2015-10-23T00:46:18Z,2019-04-01T18:47:37Z,5820 E Wt Harris Blvd,Charlotte,NC,28215,35.2357,-80.7352,Accommodation & Food Services,,7.5,7.5,,Special Hawaiian Pizza,Teddys Pizza,0,25
2009,2015-10-23T00:46:18Z,2019-04-01T18:47:37Z,5820 E Wt Harris Blvd,Charlotte,NC,28215,35.2357,-80.7352,Accommodation & Food Services,,5.75,5.75,,10ampquot 1Topping Pizza,Teddys Pizza,0,25
2010,2015-10-23T00:46:18Z,2019-04-01T18:47:37Z,5820 E Wt Harris Blvd,Charlotte,NC,28215,35.2357,-80.7352,Accommodation & Food Services,,8.99,8.99,,Teddyampaposs Supreme Pizza,Teddys Pizza,0,25
2011,2015-10-23T00:46:18Z,2019-04-01T18:47:37Z,5820 E Wt Harris Blvd,Charlotte,NC,28215,35.2357,-80.7352,Accommodation & Food Services,,8.99,8.99,,BBQ Chicken Pizza,Teddys Pizza,0,25
2012,2015-10-23T00:46:18Z,2019-04-01T18:47:37Z,5820 E Wt Harris Blvd,Charlotte,NC,28215,35.2357,-80.7352,Accommodation & Food Services,,9.99,9.99,,14ampquot 1Topping Pizza,Teddys Pizza,0,25
2013,2016-03-21T00:14:16Z,2019-04-01T18:47:08Z,305 Market St,Harrisburg,PA,17101,40.2609,-76.8805,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8755199?singlePlatformId=mamas-pizza-7,14.95,14.95,,Meat Lovers Pizza,Mama's Pizza,0,25
2014,2016-03-21T00:14:16Z,2019-04-01T18:47:08Z,305 Market St,Harrisburg,PA,17101,40.2609,-76.8805,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8755199?singlePlatformId=mamas-pizza-7,17.4,17.4,"Beef, pepperoni, italian sausage, and canadian bacon.",All Meat Pizza,Mama's Pizza,0,25
2015,2016-03-24T09:36:49Z,2019-04-01T18:46:58Z,7700 Crittenden St,Philadelphia,PA,19119,40.072,-75.1929,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8966341?singlePlatformId=marios-pizza-67,16,16,Grilled sweet pepper steak homemade sauce and cheese on fresh dough,Pepper Steak Pizza,Mario's Pizza,0,25
2016,2016-03-24T09:36:49Z,2019-04-01T18:46:58Z,7700 Crittenden St,Philadelphia,PA,19119,40.072,-75.1929,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8966341?singlePlatformId=marios-pizza-67,2.35,2.35,,Slice of Sicilian Cheese Pizza,Mario's Pizza,0,25
2017,2016-03-24T09:36:49Z,2019-04-01T18:46:58Z,7700 Crittenden St,Philadelphia,PA,19119,40.072,-75.1929,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8966341?singlePlatformId=marios-pizza-67,17.95,17.95,,Stuffed Pizza Double Crust,Mario's Pizza,0,25
2018,2016-03-24T09:36:49Z,2019-04-01T18:46:58Z,7700 Crittenden St,Philadelphia,PA,19119,40.072,-75.1929,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8966341?singlePlatformId=marios-pizza-67,10.5,10.5,Six slices Thick crust pizza sauce and mozzarella cheese,16ampquot Thick Crust Half Sicilian Pan Pizza,Mario's Pizza,0,25
2019,2016-03-24T09:36:49Z,2019-04-01T18:46:58Z,7700 Crittenden St,Philadelphia,PA,19119,40.072,-75.1929,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8966341?singlePlatformId=marios-pizza-67,16,16,Ham pineapple bacon homemade sauce and mozzarella cheese on fresh dough,Hawaiian Pizza,Mario's Pizza,0,25
2020,2016-03-24T09:36:49Z,2019-04-01T18:46:58Z,7700 Crittenden St,Philadelphia,PA,19119,40.072,-75.1929,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8966341?singlePlatformId=marios-pizza-67,2.95,2.95,,Slice of Specialty Pizza,Mario's Pizza,0,25
2021,2016-03-24T09:36:49Z,2019-04-01T18:46:58Z,7700 Crittenden St,Philadelphia,PA,19119,40.072,-75.1929,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8966341?singlePlatformId=marios-pizza-67,15,15,Provolone mozzarella and fresh ricotta cheeses and fresh garlic on fresh dough,White Pizza,Mario's Pizza,0,25
2022,2016-03-24T09:36:49Z,2019-04-01T18:46:58Z,7700 Crittenden St,Philadelphia,PA,19119,40.072,-75.1929,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8966341?singlePlatformId=marios-pizza-67,15.5,15.5,Marinated chicken breast with mozzarella cheese and homemade tomato sauce on fresh dough,Grilled Chicken Pizza,Mario's Pizza,0,25
2023,2016-03-24T09:36:49Z,2019-04-01T18:46:58Z,7700 Crittenden St,Philadelphia,PA,19119,40.072,-75.1929,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8966341?singlePlatformId=marios-pizza-67,24.99,24.99,,2 Large Cheese Pizzas and 2Liter Special,Mario's Pizza,0,25
2024,2016-03-24T09:36:49Z,2019-04-01T18:46:58Z,7700 Crittenden St,Philadelphia,PA,19119,40.072,-75.1929,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8966341?singlePlatformId=marios-pizza-67,15,15,Breaded chicken cutlet bacon and ranch dressing topped with mozzarella cheese on fresh dough,Ranch Chicken Pizza,Mario's Pizza,0,25
2025,2016-03-24T09:36:49Z,2019-04-01T18:46:58Z,7700 Crittenden St,Philadelphia,PA,19119,40.072,-75.1929,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8966341?singlePlatformId=marios-pizza-67,16.5,16.5,,Chicken Parmigiana Pizza,Mario's Pizza,0,25
2026,2016-03-24T09:36:49Z,2019-04-01T18:46:58Z,7700 Crittenden St,Philadelphia,PA,19119,40.072,-75.1929,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8966341?singlePlatformId=marios-pizza-67,21.95,21.95,,1 Large 1Topping Pizza and 12 Wings Special,Mario's Pizza,0,25
2027,2016-03-24T09:36:49Z,2019-04-01T18:46:58Z,7700 Crittenden St,Philadelphia,PA,19119,40.072,-75.1929,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8966341?singlePlatformId=marios-pizza-67,12.95,12.95,,Hawaiian Pizza,Mario's Pizza,0,25
2028,2016-03-24T09:36:49Z,2019-04-01T18:46:58Z,7700 Crittenden St,Philadelphia,PA,19119,40.072,-75.1929,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8966341?singlePlatformId=marios-pizza-67,7.75,7.75,Pizza sauce and mozzarella cheese,Pizza Steak,Mario's Pizza,0,25
2029,2016-03-24T09:36:49Z,2019-04-01T18:46:58Z,7700 Crittenden St,Philadelphia,PA,19119,40.072,-75.1929,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8966341?singlePlatformId=marios-pizza-67,15.5,15.5,Grilled chicken steak with BBQ sauce sauce and cheese on fresh dough,BBQ Chicken Pizza,Mario's Pizza,0,25
2030,2016-03-24T09:36:49Z,2019-04-01T18:46:58Z,7700 Crittenden St,Philadelphia,PA,19119,40.072,-75.1929,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8966341?singlePlatformId=marios-pizza-67,2.25,2.25,,Slice of Thin Crust Cheese Pizza,Mario's Pizza,0,25
2031,2016-03-24T09:36:49Z,2019-04-01T18:46:58Z,7700 Crittenden St,Philadelphia,PA,19119,40.072,-75.1929,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8966341?singlePlatformId=marios-pizza-67,15,15,Ground beef hot sauce bleu cheese lettuce and tomatoes on fresh dough,Taco Pizza,Mario's Pizza,0,25
2032,2016-07-01T15:02:48Z,2019-04-01T18:46:20Z,5909 Big Tree Rd,Lakeville,NY,14480,42.8348,-77.6983,Accommodation & Food Services,,18,9.1,,Garden Veggie Pizza,Vincenzo's Pizza,0,25
2033,2016-07-01T15:02:48Z,2019-04-01T18:46:20Z,5909 Big Tree Rd,Lakeville,NY,14480,42.8348,-77.6983,Accommodation & Food Services,,35.99,35.99,,Sheet Cheese Pizza and 30 Wings,Vincenzo's Pizza,0,25
2034,2016-07-01T15:02:48Z,2019-04-01T18:46:20Z,5909 Big Tree Rd,Lakeville,NY,14480,42.8348,-77.6983,Accommodation & Food Services,,5.99,5.99,,Cheese and 1 Topping Pizza,Vincenzo's Pizza,0,25
2035,2016-07-01T15:02:48Z,2019-04-01T18:46:20Z,5909 Big Tree Rd,Lakeville,NY,14480,42.8348,-77.6983,Accommodation & Food Services,,18,9.1,,Hawaiian Pizza,Vincenzo's Pizza,0,25
2036,2016-07-01T15:02:48Z,2019-04-01T18:46:20Z,5909 Big Tree Rd,Lakeville,NY,14480,42.8348,-77.6983,Accommodation & Food Services,,18,9.1,,Everything Pizza,Vincenzo's Pizza,0,25
2037,2016-07-01T15:02:48Z,2019-04-01T18:46:20Z,5909 Big Tree Rd,Lakeville,NY,14480,42.8348,-77.6983,Accommodation & Food Services,,9.99,9.99,,Small Cheese Pizza and 6 Wings,Vincenzo's Pizza,0,25
2038,2016-03-30T04:23:11Z,2019-04-01T18:46:18Z,53 Merrick Ave,Merrick,NY,11566,40.6652,-73.5531,Accommodation & Food Services,http://www.citysearch.com/profile/menu/7464127?singlePlatformId=roma-pizza-15,20,20,,Spinach Pizza,Roma Pizza,0,25
2039,2016-03-30T04:23:11Z,2019-04-01T18:46:18Z,53 Merrick Ave,Merrick,NY,11566,40.6652,-73.5531,Accommodation & Food Services,http://www.citysearch.com/profile/menu/7464127?singlePlatformId=roma-pizza-15,25,25,,Stuffed Pizza,Roma Pizza,0,25
2040,2016-03-30T04:23:11Z,2019-04-01T18:46:18Z,53 Merrick Ave,Merrick,NY,11566,40.6652,-73.5531,Accommodation & Food Services,http://www.citysearch.com/profile/menu/7464127?singlePlatformId=roma-pizza-15,9,9,,Small Pizza,Roma Pizza,0,25
2041,2016-03-30T04:23:11Z,2019-04-01T18:46:18Z,53 Merrick Ave,Merrick,NY,11566,40.6652,-73.5531,Accommodation & Food Services,http://www.citysearch.com/profile/menu/7464127?singlePlatformId=roma-pizza-15,3,3,,Pizza Deliziosa,Roma Pizza,0,25
2042,2016-03-30T04:23:11Z,2019-04-01T18:46:18Z,53 Merrick Ave,Merrick,NY,11566,40.6652,-73.5531,Accommodation & Food Services,http://www.citysearch.com/profile/menu/7464127?singlePlatformId=roma-pizza-15,22,22,meat or eggplant,Lasagna Pizza,Roma Pizza,0,25
2043,2016-03-30T04:23:11Z,2019-04-01T18:46:18Z,53 Merrick Ave,Merrick,NY,11566,40.6652,-73.5531,Accommodation & Food Services,http://www.citysearch.com/profile/menu/7464127?singlePlatformId=roma-pizza-15,20,20,,Broccoli Pizza,Roma Pizza,0,25
2044,2016-03-30T04:23:11Z,2019-04-01T18:46:18Z,53 Merrick Ave,Merrick,NY,11566,40.6652,-73.5531,Accommodation & Food Services,http://www.citysearch.com/profile/menu/7464127?singlePlatformId=roma-pizza-15,24,24,,Taco Pizza,Roma Pizza,0,25
2045,2016-03-30T04:23:11Z,2019-04-01T18:46:18Z,53 Merrick Ave,Merrick,NY,11566,40.6652,-73.5531,Accommodation & Food Services,http://www.citysearch.com/profile/menu/7464127?singlePlatformId=roma-pizza-15,25,25,,Shrimp Marinara Pizza,Roma Pizza,0,25
2046,2016-03-30T04:23:11Z,2019-04-01T18:46:18Z,53 Merrick Ave,Merrick,NY,11566,40.6652,-73.5531,Accommodation & Food Services,http://www.citysearch.com/profile/menu/7464127?singlePlatformId=roma-pizza-15,20,20,,Vegetable Pizza,Roma Pizza,0,25
2047,2016-03-30T04:23:11Z,2019-04-01T18:46:18Z,53 Merrick Ave,Merrick,NY,11566,40.6652,-73.5531,Accommodation & Food Services,http://www.citysearch.com/profile/menu/7464127?singlePlatformId=roma-pizza-15,20,20,,Large Special Pizza,Roma Pizza,0,25
2048,2016-03-30T04:23:11Z,2019-04-01T18:46:18Z,53 Merrick Ave,Merrick,NY,11566,40.6652,-73.5531,Accommodation & Food Services,http://www.citysearch.com/profile/menu/7464127?singlePlatformId=roma-pizza-15,20,20,,Rustica Pizza,Roma Pizza,0,25
2049,2016-03-30T04:23:11Z,2019-04-01T18:46:18Z,53 Merrick Ave,Merrick,NY,11566,40.6652,-73.5531,Accommodation & Food Services,http://www.citysearch.com/profile/menu/7464127?singlePlatformId=roma-pizza-15,20,20,,Baked Ziti Pizza,Roma Pizza,0,25
2050,2016-04-05T02:48:27Z,2019-04-01T18:45:15Z,571 W Cherry St,Sunbury,OH,43074,40.2494,-82.8712,Accommodation & Food Services,http://www.citysearch.com/profile/menu/683955320?singlePlatformId=pjs-pizza-5,27.5,27.5,addampaposl items 450,Pizza 24ampquot,Pj's Pizza,0,25
2051,2016-04-05T02:48:27Z,2019-04-01T18:45:15Z,571 W Cherry St,Sunbury,OH,43074,40.2494,-82.8712,Accommodation & Food Services,http://www.citysearch.com/profile/menu/683955320?singlePlatformId=pjs-pizza-5,6.99,6.99,,Pizza,Pj's Pizza,0,25
2052,2016-04-05T02:48:27Z,2019-04-01T18:45:15Z,571 W Cherry St,Sunbury,OH,43074,40.2494,-82.8712,Accommodation & Food Services,http://www.citysearch.com/profile/menu/683955320?singlePlatformId=pjs-pizza-5,10,10,addampaposl items 125,Pizza 12ampquot,Pj's Pizza,0,25
2053,2016-04-05T02:48:27Z,2019-04-01T18:45:15Z,571 W Cherry St,Sunbury,OH,43074,40.2494,-82.8712,Accommodation & Food Services,http://www.citysearch.com/profile/menu/683955320?singlePlatformId=pjs-pizza-5,8.75,8.75,,"10"" Pizza",Pj's Pizza,0,25
2054,2016-04-05T02:48:27Z,2019-04-01T18:45:15Z,571 W Cherry St,Sunbury,OH,43074,40.2494,-82.8712,Accommodation & Food Services,http://www.citysearch.com/profile/menu/683955320?singlePlatformId=pjs-pizza-5,4.25,4.25,addampaposl items 050,Pizza 7ampquot,Pj's Pizza,0,25
2055,2016-04-05T02:48:27Z,2019-04-01T18:45:15Z,571 W Cherry St,Sunbury,OH,43074,40.2494,-82.8712,Accommodation & Food Services,http://www.citysearch.com/profile/menu/683955320?singlePlatformId=pjs-pizza-5,4.75,4.75,,"7"" Pizza",Pj's Pizza,0,25
2056,2016-04-05T02:48:27Z,2019-04-01T18:45:15Z,571 W Cherry St,Sunbury,OH,43074,40.2494,-82.8712,Accommodation & Food Services,http://www.citysearch.com/profile/menu/683955320?singlePlatformId=pjs-pizza-5,10.75,10.75,,"12"" Pizza",Pj's Pizza,0,25
2057,2016-10-04T04:13:36Z,2019-04-01T18:45:09Z,5279 N Roxboro Rd,Durham,NC,27712,36.0765,-78.9112,Accommodation & Food Services,,2.5,2.5,,Pizza By the Slice,Ricky's NY Pizza,0,25
2058,2016-10-04T04:13:36Z,2019-04-01T18:45:09Z,5279 N Roxboro Rd,Durham,NC,27712,36.0765,-78.9112,Accommodation & Food Services,,9.99,9.99,,Original Ny Cheese Pizza,Ricky's NY Pizza,0,25
2059,2016-10-04T04:13:36Z,2019-04-01T18:45:09Z,5279 N Roxboro Rd,Durham,NC,27712,36.0765,-78.9112,Accommodation & Food Services,,8.99,8.99,,Original Ny Cheese Pizza,Ricky's NY Pizza,0,25
2060,2015-10-19T17:10:56Z,2019-04-01T18:45:01Z,1607 Montford Dr,Charlotte,NC,28209,35.171,-80.8494,Accommodation & Food Services,,12.35,12.35,Premium mozzarella cheese Italian sausage onion green peppers and mild peppers,Italian Sausage Supreme Pizza,Jets Pizza,0,25
