id,dateAdded,dateUpdated,address,city,province,postalCode,latitude,longitude,primaryCategories,menuPageURL,menus.amountMax,menus.amountMin,menus.description,menus.name,name,priceRangeMin,priceRangeMax
0,2017-06-30T05:05:40Z,2019-05-01T15:43:09Z,4203 E Kiehl Ave,Sherwood,AR,72120,34.8323,-92.1838,Accommodation & Food Services,http://www.citysearch.com/profile/menu/1550074?singlePlatformId=shotgun-dans-pizza,7.98,7.98,,Cheese Pizza,Shotgun Dans Pizza,0,25
1,2016-04-02T04:02:49Z,2019-05-01T15:27:50Z,25 E Camelback Rd,Phoenix,AZ,85012,33.509266,-112.073044,Accommodation & Food Services,,6,6,,Pizza Cookie,Sauce Pizza Wine,0,25
2,2016-03-03T18:39:49Z,2019-05-01T12:52:25Z,3703 Paxton Ave,Cincinnati,OH,45209,39.144883,-84.432685,Accommodation & Food Services,http://www.citysearch.com/profile/menu/8160503?singlePlatformId=mios-pizzeria-4,6.49,6.49,a saucelessampcomma double cheese pizza with a garlic accentampcomma served with tomatoes on a sesame seed crust,Pizza Blanca,Mios Pizzeria,0,25
3,2016-03-29T05:08:59Z,2019-05-01T12:52:20Z,30495 John R Rd,Madison Heights,MI,48071,42.516669,-83.10663,Accommodation & Food Services,,5.99,5.99,,Small Pizza,Hungry Howies Pizza,25,40
4,2016-03-31T02:34:04Z,2019-05-01T12:50:45Z,3600 Eastern Ave,Baltimore,MD,21224,39.28663,-76.566984,Accommodation & Food Services,,5.49,5.49,,Pizza Sub,Spartan Pizzeria,0,25
5,2016-03-31T02:34:04Z,2019-05-01T12:50:45Z,3600 Eastern Ave,Baltimore,MD,21224,39.28663,-76.566984,Accommodation & Food Services,,10.99,10.99,,White Pizza,Spartan Pizzeria,0,25
6,2016-04-22T02:28:48Z,2019-05-01T12:50:22Z,1834 Euclid Ave,Berkeley,CA,94709,37.875496,-122.260345,Accommodation & Food Services,,4.99,4.99,,Two Topping Pizza,La Vals,0,25
7,2016-04-22T02:28:48Z,2019-05-01T12:50:22Z,1834 Euclid Ave,Berkeley,CA,94709,37.875496,-122.260345,Accommodation & Food Services,,5.39,5.39,,Three Or More Topping Pizza,La Vals,0,25
8,2016-04-01T06:35:24Z,2019-05-01T12:49:06Z,4819 Kerry Forest Pkwy,Tallahassee,FL,32309,30.537097,-84.215156,Accommodation & Food Services,,2.5,2.5,,Pizza,Brickyard Pizza,0,25
9,2016-04-01T06:35:24Z,2019-05-01T12:49:06Z,4819 Kerry Forest Pkwy,Tallahassee,FL,32309,30.537097,-84.215156,Accommodation & Food Services,,11.99,11.99,,Pizza,Brickyard Pizza,0,25
10,2016-03-29T04:47:31Z,2019-05-01T12:42:34Z,4061 28th St SE,Grand Rapids,MI,49512,42.912878,-85.566939,Accommodation & Food Services,,7.43,7.43,,Kids Cheese Pizza,Carrabbas Italian Grill,25,40
11,2016-03-29T04:47:31Z,2019-05-01T12:42:34Z,4061 28th St SE,Grand Rapids,MI,49512,42.912878,-85.566939,Accommodation & Food Services,,18.21,18.21,,Create Your Own Pizza,Carrabbas Italian Grill,25,40
12,2016-03-29T04:47:31Z,2019-05-01T12:42:34Z,4061 28th St SE,Grand Rapids,MI,49512,42.912878,-85.566939,Accommodation & Food Services,,15.92,15.92,Prosciutto arugula and shaved Parmesan drizzled with balsamic glaze,Prosciutto Arugula Pizza,Carrabbas Italian Grill,25,40
13,2016-03-29T04:47:31Z,2019-05-01T12:42:34Z,4061 28th St SE,Grand Rapids,MI,49512,42.912878,-85.566939,Accommodation & Food Services,,7.43,7.43,,Kids Pepperoni Pizza,Carrabbas Italian Grill,25,40
14,2015-10-21T17:51:11Z,2019-05-01T12:42:05Z,146 N Glendora Ave,Glendora,CA,91741,34.137502,-117.865331,Accommodation & Food Services,http://www.singlepage.com/domenicos-jr,22,22,,Three Cheese Pizza,Domenicos Jr,0,25
15,2015-10-21T17:51:11Z,2019-05-01T12:42:05Z,146 N Glendora Ave,Glendora,CA,91741,34.137502,-117.865331,Accommodation & Food Services,http://www.singlepage.com/domenicos-jr,11.5,11.5,Topped with mozzarellaampcomma feta and ricotta,Three Cheese Pizza,Domenicos Jr,0,25
16,2015-10-21T17:51:11Z,2019-05-01T12:42:05Z,146 N Glendora Ave,Glendora,CA,91741,34.137502,-117.865331,Accommodation & Food Services,http://www.singlepage.com/domenicos-jr,7,7,Includes 1 toppingampcomma additional toppings for 075 each,Pizza Sandwich,Domenicos Jr,0,25
17,2016-05-24T00:41:59Z,2019-05-01T12:34:44Z,965 N Resler Dr,El Paso,TX,79912,31.862409,-106.558431,Accommodation & Food Services,http://www.citysearch.com/profile/menu/43189550?singlePlatformId=little-caesars-pizza-1507,5,5,pepperoni or cheese original round no limit carry out plus tax,HotNReady Large Pizza,Little Caesars Pizza,0,25
18,2016-03-28T05:25:49Z,2019-05-01T12:28:47Z,8111 Rowlock Way,Raleigh,NC,27613,35.884857,-78.737707,Accommodation & Food Services,,11.99,11.99,,"15"" Plain Cheese Pizza",Tonys Pizza,0,25
19,2016-06-14T02:11:51Z,2019-05-01T12:27:25Z,4111 Main St,Philadelphia,PA,19127,40.022413,-75.218579,Accommodation & Food Services,,4.5,4.5,,Pizza Fries,Mikes Pizza,0,25
20,2016-10-20T06:07:54Z,2019-05-01T12:24:14Z,4024 Canal St,New Orleans,LA,70119,29.974032,-90.100317,Accommodation & Food Services,,12.25,12.25,,Bacon & Blue Cheese Pizza,Theos Neighborhood Pizza,25,40
21,2016-10-20T06:07:54Z,2019-05-01T12:24:14Z,4024 Canal St,New Orleans,LA,70119,29.974032,-90.100317,Accommodation & Food Services,,12.25,12.25,,Chicken Pesto Pizza,Theos Neighborhood Pizza,25,40
22,2016-10-20T06:07:54Z,2019-05-01T12:24:14Z,4024 Canal St,New Orleans,LA,70119,29.974032,-90.100317,Accommodation & Food Services,,13.5,13.5,,Big Dave's Buffalo Chicken Pizza,Theos Neighborhood Pizza,25,40
23,2016-03-21T00:31:52Z,2019-05-01T06:28:42Z,1584 N Woodland Blvd,DeLand,FL,32720,29.046703,-81.303817,Accommodation & Food Services,http://www.citysearch.com/profile/menu/2349150?singlePlatformId=hungry-howies-pizza-129,4.89,4.89,pizza sauce pepperoni and mozzarella cheese,Pizza Sub,Hungry Howies Pizza,0,25
24,2016-03-21T00:31:52Z,2019-05-01T06:28:42Z,1584 N Woodland Blvd,DeLand,FL,32720,29.046703,-81.303817,Accommodation & Food Services,http://www.citysearch.com/profile/menu/2349150?singlePlatformId=hungry-howies-pizza-129,6.99,6.99,,1 Topping Pizza,Hungry Howies Pizza,0,25
25,2016-03-21T00:31:52Z,2019-05-01T06:28:42Z,1584 N Woodland Blvd,DeLand,FL,32720,29.046703,-81.303817,Accommodation & Food Services,http://www.citysearch.com/profile/menu/2349150?singlePlatformId=hungry-howies-pizza-129,19.99,19.99,,Plue 2 liter Soda with 2ampcomma Pizza,Hungry Howies Pizza,0,25
26,2016-03-21T00:31:52Z,2019-05-01T06:28:42Z,1584 N Woodland Blvd,DeLand,FL,32720,29.046703,-81.303817,Accommodation & Food Services,http://www.citysearch.com/profile/menu/2349150?singlePlatformId=hungry-howies-pizza-129,5,5,2nd pizza of equal or lesser value,Each 2nd Pizza,Hungry Howies Pizza,0,25
27,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,NY,10075,40.770825,-73.95102,Accommodation & Food Services,,11.75,11.75,Round white pie topped with fresh mozzarella ricotta and Parmesan cheese,12ampquot White Pizza,Salvos Pizzabar,25,40
28,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,NY,10075,40.770825,-73.95102,Accommodation & Food Services,,3.75,3.75,,2 Topping Pizza Slice,Salvos Pizzabar,25,40
29,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,NY,10075,40.770825,-73.95102,Accommodation & Food Services,,3.5,3.5,,1 Topping Pizza Slice,Salvos Pizzabar,25,40
30,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,NY,10075,40.770825,-73.95102,Accommodation & Food Services,,19.25,19.25,Round pie topped with fresh mozzarella cheese and spicy chicken,16ampquot Buffalo Chicken Pizza,Salvos Pizzabar,25,40
31,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,NY,10075,40.770825,-73.95102,Accommodation & Food Services,,16.95,16.95,Round pie with fresh mozzarella cheese and plum tomato sauce,16ampquot Margherita Pizza,Salvos Pizzabar,25,40
32,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,NY,10075,40.770825,-73.95102,Accommodation & Food Services,,12.5,12.5,Round pie with fresh mozzarella cheese ham and pineapple,12ampquot Hawaiian Pizza,Salvos Pizzabar,25,40
33,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,NY,10075,40.770825,-73.95102,Accommodation & Food Services,,17.75,17.75,Round white pie topped with fresh mozzarella ricotta and Parmesan cheese,16ampquot White Pizza,Salvos Pizzabar,25,40
34,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,NY,10075,40.770825,-73.95102,Accommodation & Food Services,,11.75,11.75,Round pie with mozzarella cheese topped with tomato sauce eggplant and sprinkled with Parmesan cheese,12ampquot Eggplant Pizza,Salvos Pizzabar,25,40
35,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,NY,10075,40.770825,-73.95102,Accommodation & Food Services,,12.5,12.5,Round pie with mozzarella cheese topped with tomato sauce ground beef pepperoni and sausage,12ampquot Meat Lovers Pizza,Salvos Pizzabar,25,40
36,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,NY,10075,40.770825,-73.95102,Accommodation & Food Services,,13.75,13.75,Round pie topped with mozzarella cheese and tomato sauce,16ampquot Cheese Pizza,Salvos Pizzabar,25,40
37,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,NY,10075,40.770825,-73.95102,Accommodation & Food Services,,18.75,18.75,Round pie topped with mushrooms spinach peppers onions and broccoli,16ampquot Veggie Pizza,Salvos Pizzabar,25,40
38,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,NY,10075,40.770825,-73.95102,Accommodation & Food Services,,12,12,Tomato sauce and Italian buffalo milk mozzarella,12ampquot Bufalina PIzza,Salvos Pizzabar,25,40
39,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,NY,10075,40.770825,-73.95102,Accommodation & Food Services,,18.95,18.95,Square pie topped with mozzarella cheese and tomato sauce,16ampquot Sicilian Pizza,Salvos Pizzabar,25,40
40,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,NY,10075,40.770825,-73.95102,Accommodation & Food Services,,19.75,19.75,Round pie with breaded chicken ricotta cheese and plum tomato sauce,16ampquot Chicken Parm Pizza,Salvos Pizzabar,25,40
41,2016-04-03T01:16:01Z,2019-05-01T06:26:18Z,9600 San Jose Blvd,Jacksonville,FL,32257,30.204576,-81.785252,Accommodation & Food Services,,7.99,7.99,carry out plus taxes,Large 3 Topping Pizza,Little Caesars Pizza,0,25
42,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,Canton,MI,48187,42.322403,-83.488782,Accommodation & Food Services,,7.99,7.99,,Methi Mutter Malai Pizza,Curry on Crust,0,25
43,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,Canton,MI,48187,42.322403,-83.488782,Accommodation & Food Services,,7.99,7.99,,Spicy Veg Pizza,Curry on Crust,0,25
44,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,Canton,MI,48187,42.322403,-83.488782,Accommodation & Food Services,,7.99,7.99,,Gobi Munchurian Pizza,Curry on Crust,0,25
45,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,Canton,MI,48187,42.322403,-83.488782,Accommodation & Food Services,,7.99,7.99,,Roasted Garlic Pizza,Curry on Crust,0,25
46,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,Canton,MI,48187,42.322403,-83.488782,Accommodation & Food Services,,7.99,7.99,,Hari Mirch Pineapple Pizza,Curry on Crust,0,25
47,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,Canton,MI,48187,42.322403,-83.488782,Accommodation & Food Services,,7.99,7.99,,Aaloo Gobi Pizza,Curry on Crust,0,25
48,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,Canton,MI,48187,42.322403,-83.488782,Accommodation & Food Services,,7.99,7.99,,Margherita Pizza,Curry on Crust,0,25
49,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,Canton,MI,48187,42.322403,-83.488782,Accommodation & Food Services,,7.99,7.99,,Achari Veg Pizza,Curry on Crust,0,25
50,2015-10-20T03:10:24Z,2019-04-30T18:38:15Z,1253 Jacklin Rd,Milpitas,CA,95035,37.4478,-121.8878,Accommodation & Food Services,,9.2,9.2,,Cheese Pizza,Pizza Box,0,25
51,2016-03-31T02:32:23Z,2019-04-30T15:37:52Z,786 Main St,Poughkeepsie,NY,12603,41.696049,-73.901679,Accommodation & Food Services,,4.99,4.99,Pepperoni sausage mozzarella meatballs and bacon,All Meat Stuffed Pizza Slice,Tonys Pizza Pit,0,25
52,2016-03-31T02:32:23Z,2019-04-30T15:37:52Z,786 Main St,Poughkeepsie,NY,12603,41.696049,-73.901679,Accommodation & Food Services,,18.99,18.99,Served with ham pineapple and extra cheese,Hawaiian Pizza,Tonys Pizza Pit,0,25
53,2016-03-31T02:32:23Z,2019-04-30T15:37:52Z,786 Main St,Poughkeepsie,NY,12603,41.696049,-73.901679,Accommodation & Food Services,,18.99,18.99,Provolone mozzarella fontina and Parmigiana,4Cheese Pizza,Tonys Pizza Pit,0,25
54,2016-03-31T02:32:23Z,2019-04-30T15:37:52Z,786 Main St,Poughkeepsie,NY,12603,41.696049,-73.901679,Accommodation & Food Services,,10.99,10.99,Gluten Free,Gluten Free Cheese Pizza,Tonys Pizza Pit,0,25
55,2016-03-31T02:32:23Z,2019-04-30T15:37:52Z,786 Main St,Poughkeepsie,NY,12603,41.696049,-73.901679,Accommodation & Food Services,,19.99,19.99,Broccoli spinach mushrooms tomatoes ricotta and mozzarella,Vegetable Stuffed Pizza Pie,Tonys Pizza Pit,0,25
56,2016-03-31T02:32:23Z,2019-04-30T15:37:52Z,786 Main St,Poughkeepsie,NY,12603,41.696049,-73.901679,Accommodation & Food Services,,1.99,1.99,,Cheese Pizza Slice,Tonys Pizza Pit,0,25
57,2016-03-28T05:33:02Z,2019-04-30T15:36:38Z,2221 Browning Dr,Arlington,TX,76010,32.707464,-97.085036,Accommodation & Food Services,,6.95,6.95,,Cheese Pizza,Italy Pizza Pasta Subs,25,40
58,2016-03-28T05:33:02Z,2019-04-30T15:36:38Z,2221 Browning Dr,Arlington,TX,76010,32.707464,-97.085036,Accommodation & Food Services,,12.95,12.95,,Supreme Pizza,Italy Pizza Pasta Subs,25,40
59,2016-03-28T05:33:02Z,2019-04-30T15:36:38Z,2221 Browning Dr,Arlington,TX,76010,32.707464,-97.085036,Accommodation & Food Services,,1,1,,Pizza Topping,Italy Pizza Pasta Subs,25,40
60,2015-10-23T01:27:28Z,2019-04-30T15:35:03Z,150 N Pantano Rd,Tucson,AZ,85710,32.223015,-110.822913,Accommodation & Food Services,,8.99,8.99,"Mozzarella cheese, Pizza sauce and your choice of 3 toppings.",Pizza Sub Deluxe,Hungry Howies Pizza,25,40
61,2015-10-23T01:27:28Z,2019-04-30T15:35:03Z,150 N Pantano Rd,Tucson,AZ,85710,32.223015,-110.822913,Accommodation & Food Services,,11.99,11.99,,Veggie Pizza,Hungry Howies Pizza,25,40
62,2015-10-23T01:27:28Z,2019-04-30T15:35:03Z,150 N Pantano Rd,Tucson,AZ,85710,32.223015,-110.822913,Accommodation & Food Services,,8.99,8.99,,Howie Special Pizza,Hungry Howies Pizza,25,40
63,2015-10-23T01:27:28Z,2019-04-30T15:35:03Z,150 N Pantano Rd,Tucson,AZ,85710,32.223015,-110.822913,Accommodation & Food Services,,11.99,11.99,,Bacon Cheddar Cheeseburger Pizza,Hungry Howies Pizza,25,40
64,2015-10-23T01:27:28Z,2019-04-30T15:35:03Z,150 N Pantano Rd,Tucson,AZ,85710,32.223015,-110.822913,Accommodation & Food Services,,8.49,8.49,,Thin Crust Cheese Pizza,Hungry Howies Pizza,25,40
65,2015-10-23T01:27:28Z,2019-04-30T15:35:03Z,150 N Pantano Rd,Tucson,AZ,85710,32.223015,-110.822913,Accommodation & Food Services,,11.99,11.99,,Howie Maui Pizza,Hungry Howies Pizza,25,40
66,2015-10-23T01:27:28Z,2019-04-30T15:35:03Z,150 N Pantano Rd,Tucson,AZ,85710,32.223015,-110.822913,Accommodation & Food Services,,5.99,5.99,,Cheese Pizza,Hungry Howies Pizza,25,40
67,2015-10-23T01:27:28Z,2019-04-30T15:35:03Z,150 N Pantano Rd,Tucson,AZ,85710,32.223015,-110.822913,Accommodation & Food Services,,7.99,7.99,"Mozzarella cheese, Pizza sauce and loaded with Pepperoni.",Pizza Sub,Hungry Howies Pizza,25,40
68,2018-01-20T05:17:24Z,2019-04-30T15:28:51Z,1250 Gen. Washington Blvd.,Washington Crossing,PA,18977,40.292365,-74.872428,Accommodation & Food Services,,17,17,,Nick's Specialty Pizza,Dominicks Pizzeria Italian Restaurant,0,25
69,2018-01-20T05:17:24Z,2019-04-30T15:28:51Z,1250 Gen. Washington Blvd.,Washington Crossing,PA,18977,40.292365,-74.872428,Accommodation & Food Services,,21,21,,Buffalo Wing Pizza,Dominicks Pizzeria Italian Restaurant,0,25
70,2016-04-01T06:29:54Z,2019-04-30T15:28:26Z,3860 N Long Lake Rd,Traverse City,MI,49684,44.757113,-85.652529,Accommodation & Food Services,,10.49,10.49,,Sauce and Cheese Pizza,Thats a Pizza,0,25
71,2016-04-01T06:29:54Z,2019-04-30T15:28:26Z,3860 N Long Lake Rd,Traverse City,MI,49684,44.757113,-85.652529,Accommodation & Food Services,,4.85,4.85,,Sauce and Cheese Pizza,Thats a Pizza,0,25
72,2017-07-20T21:15:13Z,2019-04-30T15:27:10Z,1612 Franklin St,Michigan City,IN,46360,41.707275,-86.896541,Accommodation & Food Services,http://www.citysearch.com/profile/menu/3995988?singlePlatformId=albanos-villa,12.05,12.05,taco meat covered with cheese tomatoes and topped with shredded lettuce,Taco Pizza,Albanos Villa,0,25
73,2017-07-20T21:15:13Z,2019-04-30T15:27:10Z,1612 Franklin St,Michigan City,IN,46360,41.707275,-86.896541,Accommodation & Food Services,http://www.citysearch.com/profile/menu/3995988?singlePlatformId=albanos-villa,1.75,1.75,,Pizza Sauce,Albanos Villa,0,25
74,2017-06-19T15:38:48Z,2019-04-30T15:26:50Z,1237 Greeley Ave,Warminster,PA,18974,40.213458,-75.070133,Accommodation & Food Services,,12.99,12.99,,Gluten Free Tomato Pie Or Cheese Pizza,Tonys Place Bar and Grille,25,40
75,2017-06-19T15:38:48Z,2019-04-30T15:26:50Z,1237 Greeley Ave,Warminster,PA,18974,40.213458,-75.070133,Accommodation & Food Services,,9.25,9.25,,Tony's Cheese Pizza,Tonys Place Bar and Grille,25,40
76,2017-06-19T15:38:48Z,2019-04-30T15:26:50Z,1237 Greeley Ave,Warminster,PA,18974,40.213458,-75.070133,Accommodation & Food Services,,5.95,5.95,,Kids Cheese Pizza,Tonys Place Bar and Grille,25,40
77,2016-03-31T02:02:37Z,2019-04-30T15:22:03Z,121 E Seneca St,Sherrill,NY,13461,43.076696,-75.597597,Accommodation & Food Services,http://www.citysearch.com/profile/menu/7687514?singlePlatformId=sherrill-new-york-pizzeria,1.5,1.5,"Pepperoni, sausage or ham",Pizza Rolls,Sherrill New York Pizzeria,0,25
78,2016-03-28T05:32:26Z,2019-04-30T09:38:32Z,1321 E Colorado St,Glendale,CA,91205,34.142767,-118.236607,Accommodation & Food Services,,12,12,,Supreme Pizza,Pizza Boy,0,25
79,2016-04-16T16:39:25Z,2019-04-30T09:38:19Z,550 Grant St,Denver,CO,80203,39.725069,-104.983255,Accommodation & Food Services,,19.99,19.99,,Plain Pizza 24'',Cosmos Pizza,0,25
80,2016-04-16T16:39:25Z,2019-04-30T09:38:19Z,550 Grant St,Denver,CO,80203,39.725069,-104.983255,Accommodation & Food Services,,11.99,11.99,,Plain Pizza 16'',Cosmos Pizza,0,25
81,2016-04-01T07:05:15Z,2019-04-30T09:35:50Z,22 Newbridge Rd,Hicksville,NY,11801,40.767099,-73.527878,Accommodation & Food Services,,1.75,1.75,,Pizza Slice,Piazza Pizza,0,25
82,2016-03-23T04:04:45Z,2019-04-30T09:33:08Z,3348 Genesee St,Buffalo,NY,14225,42.925755,-78.761238,Accommodation & Food Services,,22.49,22.49,Sheet,Cheese Pizza,Macys Place Pizzeria,0,25
83,2016-03-23T04:04:45Z,2019-04-30T09:33:08Z,3348 Genesee St,Buffalo,NY,14225,42.925755,-78.761238,Accommodation & Food Services,,22.49,22.49,,Cheese Pizza,Macys Place Pizzeria,0,25
84,2016-03-23T04:04:45Z,2019-04-30T09:33:08Z,3348 Genesee St,Buffalo,NY,14225,42.925755,-78.761238,Accommodation & Food Services,,7.99,5.49,,Pizza Sub,Macys Place Pizzeria,0,25
85,2016-03-23T04:04:45Z,2019-04-30T09:33:08Z,3348 Genesee St,Buffalo,NY,14225,42.925755,-78.761238,Accommodation & Food Services,,4.99,4.99,,Cheese Pizza,Macys Place Pizzeria,0,25
86,2016-03-23T04:04:45Z,2019-04-30T09:33:08Z,3348 Genesee St,Buffalo,NY,14225,42.925755,-78.761238,Accommodation & Food Services,,32.99,12.99,,Taco Pizza,Macys Place Pizzeria,0,25
87,2016-03-23T04:04:45Z,2019-04-30T09:33:08Z,3348 Genesee St,Buffalo,NY,14225,42.925755,-78.761238,Accommodation & Food Services,,11.99,4.99,,Pizza Logs,Macys Place Pizzeria,0,25
88,2016-03-23T04:04:45Z,2019-04-30T09:33:08Z,3348 Genesee St,Buffalo,NY,14225,42.925755,-78.761238,Accommodation & Food Services,,15.99,15.99,,Cheese Pizza & 1 Topping,Macys Place Pizzeria,0,25
89,2016-03-23T04:04:45Z,2019-04-30T09:33:08Z,3348 Genesee St,Buffalo,NY,14225,42.925755,-78.761238,Accommodation & Food Services,,17.99,17.99,,Small Cheese & 1 Topping Pizza,Macys Place Pizzeria,0,25
90,2016-04-08T12:29:58Z,2019-04-30T09:26:52Z,8110 W Union Hills Dr,Glendale,AZ,85308,33.65357,-112.233595,Accommodation & Food Services,,16.99,16.99,,White Seafood Pizza,Arizona Pizza Company,0,25
91,2016-04-08T12:29:58Z,2019-04-30T09:26:52Z,8110 W Union Hills Dr,Glendale,AZ,85308,33.65357,-112.233595,Accommodation & Food Services,,4.29,4.29,,Jackie Earl's Cheese Pizza,Arizona Pizza Company,0,25
92,2016-08-03T21:10:12Z,2019-04-30T06:40:40Z,90 S Main St,Johnstown,OH,43031,40.152074,-82.68329,Accommodation & Food Services,,5.75,5.75,,Pizza Sub,Pizzaburg,0,30
93,2015-10-23T03:24:54Z,2019-04-28T16:45:28Z,2345 E Centennial Pkwy,North Las Vegas,NV,89081,36.274975,-115.11845,Accommodation & Food Services,,11.99,11.99,,Cheese Pizza,DeLucias Pizzeria,0,25
94,2015-10-23T03:24:54Z,2019-04-28T16:45:28Z,2345 E Centennial Pkwy,North Las Vegas,NV,89081,36.274975,-115.11845,Accommodation & Food Services,,20.99,14.99,,White Pizza,DeLucias Pizzeria,0,25
95,2015-10-23T03:24:54Z,2019-04-28T16:45:28Z,2345 E Centennial Pkwy,North Las Vegas,NV,89081,36.274975,-115.11845,Accommodation & Food Services,,17.99,11.99,,Specialty Pizzas,DeLucias Pizzeria,0,25
96,2015-10-23T03:24:54Z,2019-04-28T16:45:28Z,2345 E Centennial Pkwy,North Las Vegas,NV,89081,36.274975,-115.11845,Accommodation & Food Services,,49.99,49.99,,"18"" Cheese Pizza",DeLucias Pizzeria,0,25
97,2015-10-23T03:24:54Z,2019-04-28T16:45:28Z,2345 E Centennial Pkwy,North Las Vegas,NV,89081,36.274975,-115.11845,Accommodation & Food Services,,9.99,9.99,,Cheese Pizza,DeLucias Pizzeria,0,25
98,2015-10-23T03:24:54Z,2019-04-28T16:45:28Z,2345 E Centennial Pkwy,North Las Vegas,NV,89081,36.274975,-115.11845,Accommodation & Food Services,,14.99,14.99,,Pizza Freenzy,DeLucias Pizzeria,0,25
99,2017-07-23T03:25:08Z,2019-04-28T10:14:10Z,1260 Texas Ave Ste H,Alexandria,LA,71301,31.288586,-92.47294,Accommodation & Food Services,,5,5,,Kids Cheese Pizza,Wildwood Pizza,0,25
100,2015-07-06T20:19:07Z,2019-04-28T09:55:03Z,8977 N Scottsdale Rd,Paradise Valley,AZ,85253,33.566876,-111.925361,Accommodation & Food Services,,15.95,15.95,,Pizza Chef,Pomo,25,40
101,2015-10-24T00:00:54Z,2019-04-28T09:51:35Z,1608 W Friendly Ave,Greensboro,NC,27403,36.075201,-79.814066,Accommodation & Food Services,,6.99,6.99,Loaded with extra cheeseampcomma pepperoni ampamp sauce,Pizza Sub,Hungry Howies Pizza,25,40
102,2015-10-24T00:00:54Z,2019-04-28T09:51:35Z,1608 W Friendly Ave,Greensboro,NC,27403,36.075201,-79.814066,Accommodation & Food Services,,9.99,9.99,Pepperoniampcomma beefampcomma hamampcomma sausage and mozzarella cheese,Meat Eater Pizza,Hungry Howies Pizza,25,40
103,2016-04-08T09:27:24Z,2019-04-28T09:51:30Z,8381 Market St,Youngstown,OH,44512,40.996343,-80.66232,Accommodation & Food Services,,8.99,8.99,,Make Any Pizza a Supreme with 5 Toppings,Bruno Bros Pizza,0,25
104,2016-04-08T09:27:24Z,2019-04-28T09:51:30Z,8381 Market St,Youngstown,OH,44512,40.996343,-80.66232,Accommodation & Food Services,,8.99,8.99,,Make Any Pizza A Supreme With 5 Toppings,Bruno Bros Pizza,0,25
105,2016-04-19T11:08:21Z,2019-04-28T09:48:51Z,9135 W Sam Houston Pkwy N,Houston,TX,77064,29.904366,-95.554944,Accommodation & Food Services,,3.99,3.99,,Kid's Pizza,Milanos Pizzeria Italian Grill,0,25
106,2015-10-23T00:45:06Z,2019-04-28T09:48:09Z,4001 John Knox Dr,Abilene,TX,79606,32.403556,-99.767292,Accommodation & Food Services,,4.99,4.99,,Chocolate Chip Pizza,DoubleDaves PizzaWorks,0,25
107,2015-10-20T01:49:23Z,2019-04-27T09:54:30Z,3414 W Union Hills Dr,Phoenix,AZ,85027,33.65465,-112.13275,Accommodation & Food Services,,5.5,5.5,,Meatball Pizza Roll,Ray's Pizza,0,25
108,2015-10-20T01:49:23Z,2019-04-27T09:54:30Z,3414 W Union Hills Dr,Phoenix,AZ,85027,33.65465,-112.13275,Accommodation & Food Services,,5.5,5.5,,Green Pepper and Onion Pizza Roll,Ray's Pizza,0,25
109,2015-10-20T01:49:23Z,2019-04-27T09:54:30Z,3414 W Union Hills Dr,Phoenix,AZ,85027,33.65465,-112.13275,Accommodation & Food Services,,4.25,4.25,,Pizza Fries with Pepperoni Or Bacon,Ray's Pizza,0,25
110,2016-04-02T05:00:43Z,2019-04-26T12:44:57Z,2300 Muscatine Ave,Iowa City,IA,52240,41.649871,-91.501576,Accommodation & Food Services,,13,13,Red sauce Mozzarella Mushrooms Green Peppers Mixed Onions Black Olives and Roma Tomatoes With Cheddar Mozzarella blend on top,Garden Vegetarian Pizza Baking Required,Papa Murphys,0,25
